#  FIFO    SPPIFO  SPPIFOFIXED Fixed_queue_bounds
0   0   0   0   0
1   6271   76   87   85
2   7732   127   116   161
3   8462   136   37   0
4   8729   151   56   76
5   8952   143   99   177
6   8983   127   69   0
7   9471   114   52   118
8   9251   86   98   164
9   9399   87   81   0
10   9548   61   51   105
11   9456   54   87   174
12   9624   45   103   0
13   9418   32   59   103
14   9669   30   94   202
15   9546   31   100   0
16   9811   29   82   91
17   9828   26   79   210
18   9742   27   120   0
19   9679   16   89   96
20   9874   43   74   224
21   9777   27   121   0
22   9541   21   110   116
23   9813   30   97   227
24   9740   37   132   0
25   9804   31   132   135
26   9716   26   114   298
27   9688   38   152   0
28   9739   40   162   161
29   9835   29   137   314
30   9926   39   155   0
31   10090   58   189   168
32   10089   48   129   314
33   9861   41   193   0
34   9849   48   229   173
35   9855   56   172   366
36   9839   42   218   0
37   9727   62   286   173
38   9953   61   231   372
39   9932   61   232   0
40   9830   64   320   243
41   10034   82   270   414
42   9903   98   276   0
43   9959   90   302   247
44   9894   102   353   488
45   9856   96   356   0
46   9965   93   422   297
47   9965   119   459   509
48   9725   122   362   0
49   10019   145   462   328
50   9862   146   514   643
51   10042   172   475   0
52   9889   188   587   351
53   9950   217   602   674
54   9810   224   554   0
55   9879   261   628   470
56   9765   287   670   824
57   9857   349   685   0
58   9944   337   856   517
59   10071   364   733   894
60   10030   441   719   0
61   9831   449   964   565
62   9855   510   1002   1085
63   10016   524   799   0
64   9864   610   1102   804
65   10058   685   1172   1321
66   9949   725   1047   0
67   9910   807   1202   837
68   10028   964   1258   1489
69   9931   959   1233   0
70   10040   1073   1447   1024
71   9837   1175   1464   1709
72   9883   1255   1506   0
73   9759   1334   1617   1318
74   9839   1480   1763   2095
75   9854   1605   1840   0
76   9993   1690   1773   1501
77   10092   1754   2014   2458
78   10013   1855   2127   0
79   10008   2136   2126   1842
80   10137   2164   2469   2893
81   9901   2320   2408   0
82   9998   2490   2395   2095
83   10141   2628   2622   3253
84   9937   2835   2565   0
85   9891   2881   2792   2460
86   9838   3061   2916   3750
87   10049   3116   2820   0
88   9853   3481   2943   2768
89   10092   3365   3090   3977
90   10032   3613   2979   0
91   9962   3734   3085   2993
92   9939   3926   2844   4135
93   9930   3981   2622   0
94   9935   4050   2758   1792
95   9832   4215   3000   2787
96   10043   4123   2873   3236
97   10020   4221   2905   3673
98   9886   4294   3778   3845
99   10120   4355   4178   4077
