#  FIFO    SPPIFO  Greedy Fixed_queue_bounds
0   0   0   0   0
1   3157   83   89   103
2   5084   188   155   169
3   6169   281   221   259
4   6897   353   351   350
5   7563   459   429   447
6   7884   470   477   492
7   8000   600   575   573
8   8450   627   656   634
9   8405   622   730   710
10   8339   690   753   794
11   8690   751   728   896
12   8516   770   278   0
13   8804   780   137   114
14   8908   796   187   235
15   8721   803   313   340
16   8804   859   450   427
17   9089   844   567   548
18   8920   763   653   702
19   8976   806   753   782
20   9057   861   887   895
21   8986   845   968   967
22   8750   840   1002   1084
23   9127   860   817   1181
24   9122   818   549   1279
25   9279   864   381   0
26   9107   829   351   181
27   9110   828   560   359
28   9118   841   693   562
29   8979   859   812   654
30   9270   859   942   832
31   8943   860   1142   966
32   9023   855   1198   1143
33   9078   896   1346   1185
34   9274   932   1282   1308
35   9301   984   1198   1474
36   9148   963   929   1662
37   9129   1015   717   0
38   9237   1080   691   280
39   9198   1145   831   564
40   9211   1117   1049   760
41   9050   1144   1338   995
42   9231   1245   1477   1217
43   9135   1358   1641   1468
44   9114   1443   1770   1651
45   9229   1485   1733   1788
46   9241   1561   1616   1865
47   9285   1614   1661   2097
48   9193   1694   1523   2228
49   9130   1796   1330   2374
50   9064   1841   1154   0
51   9133   1936   1434   526
52   9330   2023   1743   943
53   9234   2118   2054   1312
54   9250   2260   2202   1695
55   9305   2402   2397   1984
56   9236   2489   2478   2317
57   9014   2652   2533   2581
58   9373   2750   2571   2897
59   9128   2848   2563   2969
60   9121   3044   2423   3255
61   9400   2976   2225   3445
62   9330   3192   2050   0
63   9286   3294   2369   960
64   9124   3415   2741   1748
65   9145   3521   3219   2390
66   9346   3717   3346   2845
67   9325   3786   3493   3245
68   9204   3870   3520   3695
69   9268   4007   3657   4067
70   9281   4192   3796   4345
71   9297   4341   3868   4567
72   9477   4285   3671   4651
73   9214   4640   3637   5062
74   9285   4537   3096   5110
75   9346   4676   3407   0
76   9292   4933   3921   1627
77   9352   4763   4512   2620
78   9293   5125   4719   3580
79   9154   5169   4739   4132
80   9053   5307   4693   4712
81   9533   5318   4663   4816
82   9331   5314   4703   5468
83   9277   5404   4522   5631
84   9385   5645   4097   5842
85   9396   5637   3905   6168
86   9247   5688   3142   6302
87   9377   5812   2627   0
88   9228   5877   3282   1450
89   9305   5883   3890   2583
90   9368   6037   4380   3342
91   9281   5987   4640   3901
92   9294   6181   4998   4290
93   9428   6018   5165   4452
94   9219   5985   5201   4774
95   9261   6040   5488   4826
96   9291   6079   5531   4991
97   9312   6048   5580   5153
98   9197   5943   5733   5267
99   9230   5878   5817   5349
